iata_code,name,latitude_deg,longitude_deg,type,country,country_zh,iso,city,city_alt,kw
ADJ,Marka International (Amman Civil) Airport,31.9727,35.9916,large_airport,Jordan,约旦,JO,Amman,,"King Abdullah Air Base, Amman Civil Airport, Amman City Airport, Marka International Airport"
AQJ,King Hussein International Airport,29.611601,35.018101,large_airport,Jordan,约旦,JO,Aqaba,,
XIJ,Ahmed Al Jaber Air Base,28.9347991943,47.791900634799994,medium_airport,Kuwait,科威特,KW,Ahmed Al Jaber AB,,
KWI,Kuwait International Airport,29.224487,47.969813,large_airport,Kuwait,科威特,KW,Kuwait City,,"OKBK, Al Mubarak Air Base, مطار الكويت الدولي"
BEY,Beirut Rafic Hariri International Airport,33.819833,35.487443,large_airport,Lebanon,黎巴嫩,LB,Beirut,,"Chaldea, Beirut Air Base, مطار بيروت رفيق الحريري الدولي"
OLH,Old Harbor Airport,57.218102,-153.270004,small_airport,United States of America,美国,US,Old Harbor,,
KYE,Rene Mouawad Air Base,34.589298,36.011299,medium_airport,Lebanon,黎巴嫩,LB,Tripoli,,"Kleyate Airport, Al Qulay'at, Qulayaat, El Qlaïaat, Ṭarābulus, مطار الرئيس الشهيد رينيه"
DQM,Duqm International Airport,19.501944,57.634167,large_airport,Oman,阿曼,OM,Duqm,,
MNH,Mussanah Airport,23.640556,57.4875,medium_airport,Oman,阿曼,OM,Al Masna'ah,,"Musanaa, Wadi al Maawil, Al Muladdah, OORQ, Rustaq Airport"
AUH,Zayed International Airport,24.440966,54.649237,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Abu Dhabi,,Abu Dhabi International Airport
AZI,Al Bateen Executive Airport,24.427062,54.459866,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Abu Dhabi,,Former Abu Dhabi International Airport
AAN,Al Ain International Airport,24.2617,55.6092,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Al Ain,,
DHF,Al Dhafra Air Base,24.248199462900004,54.547698974599996,medium_airport,United Arab Emirates,阿拉伯联合酋长国,AE,,,
XSB,Sir Bani Yas Airport,24.283611,52.580278,medium_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Sir Bani Yas,,Yas Island
DXB,Dubai International Airport,25.24979,55.370992,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Dubai,,مطار دبي الدولي‎
ZDY,Delma Airport,24.51,52.3352,small_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Delma Island,,Dalma
NHD,Al Minhad Air Base,25.0268001556,55.3661994934,medium_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Dubai,,
DWC,Al Maktoum International Airport,24.896171,55.16235,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Dubai,Dubai(Jebel Ali),Dubai World Central
FJR,Fujairah International Airport,25.108411,56.328061,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Fujairah,,
RKT,Ras Al Khaimah International Airport,25.613501,55.938801,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Ras Al Khaimah,,
SHJ,Sharjah International Airport,25.3286,55.5172,large_airport,United Arab Emirates,阿拉伯联合酋长国,AE,Sharjah,,
KHS,Khasab Airport,26.171,56.240601,medium_airport,Oman,阿曼,OM,Khasab,,
MSH,RAFO Masirah,20.6754,58.890499,medium_airport,Oman,阿曼,OM,Masirah,,
MCT,Muscat International Airport,23.600218,58.285268,large_airport,Oman,阿曼,OM,Muscat/Seeb,,"Seeb International Airport, Masqat, Seeb"
SLL,Salalah International Airport,17.0387,54.091301,large_airport,Oman,阿曼,OM,Salalah,,مطار صلالة
OHS,Suhar International Airport,24.38604,56.62541,large_airport,Oman,阿曼,OM,Suhar,,"Majis, Sohar, Sohar Airport"
TTH,Thumrait Air Base,17.666,54.024601,medium_airport,Oman,阿曼,OM,Thumrait,,
BHV,Bahawalpur Airport,29.348100662231445,71.71800231933594,medium_airport,Pakistan,巴基斯坦,PK,Bahawalpur,,
CJL,Chitral Airport,35.886213,71.799922,medium_airport,Pakistan,巴基斯坦,PK,Chitral,,
DBA,Dalbandin Airport,28.878299713100002,64.3998031616,small_airport,Pakistan,巴基斯坦,PK,Dalbandin,,OPXX
DEA,Dera Ghazi Khan Airport,29.961000442504883,70.48590087890625,medium_airport,Pakistan,巴基斯坦,PK,Dera Ghazi Khan,,
DSK,Dera Ismael Khan Airport [IN-ACTIVE],31.909401,70.896599,medium_airport,Pakistan,巴基斯坦,PK,Dera Ismael Khan,,
LYP,Faisalabad International Airport,31.364923,72.995319,large_airport,Pakistan,巴基斯坦,PK,Faisalabad,,OPLF
GWD,New Gwadar International Airport,25.296733,62.498822,large_airport,Pakistan,巴基斯坦,PK,Gurandani,,Feroz Khan Noon
GIL,Gilgit Airport,35.918800354003906,74.33360290527344,medium_airport,Pakistan,巴基斯坦,PK,Gilgit,,
ISB,Islamabad International Airport,33.549,72.82566,large_airport,Pakistan,巴基斯坦,PK,Attock,,
JAG,Shahbaz Air Base,28.28420066833496,68.44969940185547,medium_airport,Pakistan,巴基斯坦,PK,Jacobabad,,
KHI,Jinnah International Airport,24.9065,67.160797,large_airport,Pakistan,巴基斯坦,PK,Karachi,,"OPQR, OPHQ, Drigh Road Airstrip, Quaid-E-Azam International Airport"
HDD,Hyderabad Airport,25.3181,68.366096,small_airport,Pakistan,巴基斯坦,PK,Hyderabad,,
KDD,Khuzdar Airport,27.790599823,66.6473007202,small_airport,Pakistan,巴基斯坦,PK,Khuzdar,,
LHE,Allama Iqbal International Airport,31.521601,74.403603,large_airport,Pakistan,巴基斯坦,PK,Lahore,,OPLR
XJM,Mangla Airport,33.05009841918945,73.63839721679688,medium_airport,Pakistan,巴基斯坦,PK,Mangla,,
MFG,Muzaffarabad Airport,34.338835,73.508886,small_airport,Pakistan,巴基斯坦,PK,Muzaffarabad,,
MWD,Mianwali Air Base,32.5630989074707,71.5707015991211,medium_airport,Pakistan,巴基斯坦,PK,Mianwali,,
MJD,Moenjodaro Airport,27.335199,68.143097,medium_airport,Pakistan,巴基斯坦,PK,Moenjodaro,,
ATG,Minhas Air Base,33.8690986633,72.4009017944,medium_airport,Pakistan,巴基斯坦,PK,Kamra,,Attock
MUX,Multan International Airport,30.203199,71.419098,large_airport,Pakistan,巴基斯坦,PK,Multan,,Multan Air Base
WNS,Shaheed Benazirabad Airport,26.2194,68.390099,medium_airport,Pakistan,巴基斯坦,PK,Nawabashah,,
PJG,Panjgur Airport,26.9545,64.1325,medium_airport,Pakistan,巴基斯坦,PK,Panjgur,,
PSI,Pasni Airport,25.290501,63.3451,medium_airport,Pakistan,巴基斯坦,PK,Pasni,,
PEW,Bacha Khan International Airport,33.9939,71.514603,large_airport,Pakistan,巴基斯坦,PK,Peshawar,,Peshawar International Airport
UET,Quetta International Airport,30.2514,66.937798,large_airport,Pakistan,巴基斯坦,PK,Quetta,,
RYK,Shaikh Zaid Airport,28.383899688720703,70.27960205078125,medium_airport,Pakistan,巴基斯坦,PK,Rahim Yar Khan,,Rahim Yar Khan Airport
RAZ,Rawalakot Airport,33.849701,73.798103,medium_airport,Pakistan,巴基斯坦,PK,Rawalakot,,
KDU,Skardu International Airport,35.33866,75.538648,large_airport,Pakistan,巴基斯坦,PK,Skardu,,
SKZ,Begum Nusrat Bhutto International Airport Sukkur,27.722,68.791702,medium_airport,Pakistan,巴基斯坦,PK,Sukkur,,Sukkur Airport
SYW,Sehwan Sharif Airport,26.473101,67.717201,medium_airport,Pakistan,巴基斯坦,PK,Sehwan Sharif,,
SGI,Mushaf Air Base,32.04859924316406,72.66500091552734,medium_airport,Pakistan,巴基斯坦,PK,Sargodha,,BHW
SDT,Saidu Sharif Airport,34.813599,72.352798,medium_airport,Pakistan,巴基斯坦,PK,Saidu Sharif,,
SKT,Sialkot International Airport,32.535941,74.364623,large_airport,Pakistan,巴基斯坦,PK,Sialkot,,سیالکوٹ بین الاقوامی ہوائی اڈا
SUL,Sui Airport,28.645099639892578,69.1769027709961,medium_airport,Pakistan,巴基斯坦,PK,Sui,,
TUK,Turbat International Airport,25.984767,63.028856,large_airport,Pakistan,巴基斯坦,PK,Turbat,,
PZH,Zhob Airport,31.358400344848633,69.4636001586914,medium_airport,Pakistan,巴基斯坦,PK,Fort Sandeman,,
IQA,Al Asad Air Base,33.7855987549,42.4412002563,medium_airport,Iraq,伊拉克,IQ,Hīt,,Qadisiyah Airbase
TQD,Al Taqaddum Air Base,33.33810043335,43.597099304199,medium_airport,Iraq,伊拉克,IQ,Al Habbaniyah,,"Tammuz Airbase, Al Fallujah, Greene Field"
BGW,Baghdad International Airport / New Al Muthana Air Base,33.262501,44.2346,large_airport,Iraq,伊拉克,IQ,Baghdad,,"SDA, BIAP, VBC, ORBS, Camp Sather, Saddam International Airport, Al Anbar Airport"
OSM,Mosul International Airport,36.305801,43.1474,large_airport,Iraq,伊拉克,IQ,Mosul,,OSB
EBL,Erbil International Airport,36.236047,43.946615,large_airport,Iraq,伊拉克,IQ,Arbil,,"Irbil, Kurdistan, فروکه‌خانه‌ی نيوده‌وله‌تی هه‌ولير"
ORI,Port Lions Airport,57.884905,-152.847719,small_airport,United States of America,美国,US,Port Lions,,
KIK,Kirkuk International Airport,35.469501,44.3489,large_airport,Iraq,伊拉克,IQ,Kirkuk,,Kirkuk Air Base
BSR,Basra International Airport,30.549101,47.662102,large_airport,Iraq,伊拉克,IQ,Basra,,Basrah
NJF,Al Najaf International Airport,31.991116,44.405019,large_airport,Iraq,伊拉克,IQ,Najaf,,
RQW,Qayyarah West Airport,35.7672,43.125099,medium_airport,Iraq,伊拉克,IQ,Qayyarah,,
ISU,Jalal Talabani International Airport,35.560487,45.315137,medium_airport,Iraq,伊拉克,IQ,Sulaymaniyah,,"ORSU, Kurd, Kurdish, Kurdistan"
XNH,Ali Air Base,30.935801,46.090099,medium_airport,Iraq,伊拉克,IQ,Nasiriyah,,"Tallil Air Base, Camp Adder"
ALP,Aleppo International Airport,36.181262,37.226869,large_airport,Syria,叙利亚,SY,Aleppo,,مطار حلب الدولي
DAM,Damascus International Airport,33.4114990234375,36.51559829711914,large_airport,Syria,叙利亚,SY,Damascus,,مطار دمشق الدولي
DEZ,Deir ez-Zor Airport,35.2854,40.175999,medium_airport,Syria,叙利亚,SY,Deir ez-Zor,,"Al Jafrah Airport, مطار دير الزور"
KAC,Qamishli International Airport,37.020599,41.191399,medium_airport,Syria,叙利亚,SY,Qamishli,,"مطار القامشلي‎, Kamishly, Kamishly International Airport"
LTK,Latakia International Airport,35.4011,35.9487,medium_airport,Syria,叙利亚,SY,Latakia,,"مطار الشهيد باسل الأسد الدولي, Hmeimim Air Base"
PMS,Palmyra Airport,34.5574,38.316898,medium_airport,Syria,叙利亚,SY,Tadmur,,
DIA,Doha International Airport,25.259431,51.565528,large_airport,Qatar,卡塔尔,QA,Doha,,مطار الدوحة الدولى
XJD,Al Udeid Air Base,25.1173000336,51.3149986267,medium_airport,Qatar,卡塔尔,QA,Ar Rayyan,,
DOH,Hamad International Airport,25.273056,51.608056,large_airport,Qatar,卡塔尔,QA,Doha,,New Doha International Airport
ADE,Aden International Airport,12.829564,45.029976,large_airport,Yemen,也门,YE,Aden,,RAF Khormaksar
AXK,Ataq Airport,14.5513,46.826199,medium_airport,Yemen,也门,YE,Ataq,,
AAY,Al Ghaydah International Airport,16.193341,52.174186,medium_airport,Yemen,也门,YE,Al Ghaydah,,
RIY,Riyan International Airport,14.662241,49.375289,large_airport,Yemen,也门,YE,Mukalla,Mukalla(Riyan),"ريان المكلا الدولي, Riyan Mukalla International Airport"
SAH,Sanaa International Airport,15.4763,44.2197,large_airport,Yemen,也门,YE,Sanaa,,
SCT,Socotra Airport,12.632093,53.906173,medium_airport,Yemen,也门,YE,Mori,,Hadibu
GXF,Seiyun Hadhramaut International Airport,15.965887,48.788146,large_airport,Yemen,也门,YE,Seiyun,,
TAI,Taiz International Airport,13.686,44.139099,medium_airport,Yemen,也门,YE,Taiz,,Ganed Airport
BFQ,Bahia Piña Airport,7.58737,-78.179939,small_airport,Panama,巴拿马,PA,Puerto Piña,,
OTD,Raul Arias Espinoza Airport,8.62876,-79.034698,small_airport,Panama,巴拿马,PA,Contadora Island,,Contadora Airport
AKB,Atka Airport,52.220299,-174.205994,small_airport,United States of America,美国,US,Atka,,40A
PAQ,"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,medium_airport,United States of America,美国,US,Palmer,,"Palmer Muni, Palmer Buddy Woods Municipal"
BTI,Barter Island Long Range Radar Station Airport,70.134003,-143.582001,medium_airport,United States of America,美国,US,Barter Island,,
BET,Bethel Airport,60.77980042,-161.8379974,medium_airport,United States of America,美国,US,Bethel,,
BIG,Allen Army Airfield,63.994499,-145.722,medium_airport,United States of America,美国,US,Delta Junction Ft Greely,,Big Delta Army Airfield
BKC,Buckland Airport,65.981598,-161.149002,small_airport,United States of America,美国,US,Buckland,,7K5
BRW,Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,medium_airport,United States of America,美国,US,Utqiaġvik,,Barrow
BTT,Bettles Airport,66.913902,-151.529007,small_airport,United States of America,美国,US,Bettles,,
CDB,Cold Bay Airport,55.207871,-162.725029,medium_airport,United States of America,美国,US,Cold Bay,,
CEM,Central Airport,65.573815,-144.780707,small_airport,United States of America,美国,US,Central,,
CIK,Chalkyitsik Airport,66.644997,-143.740005,small_airport,United States of America,美国,US,Chalkyitsik,,
CYF,Chefornak Airport,60.136667,-164.279167,small_airport,United States of America,美国,US,Chefornak,,Z74
SCM,Scammon Bay Airport,61.84471,-165.575209,small_airport,United States of America,美国,US,Scammon Bay,,
IRC,Circle City (New) Airport,65.827673,-144.076195,small_airport,United States of America,美国,US,Circle,,K03
CDV,Merle K (Mudhole) Smith Airport,60.491798,-145.477997,medium_airport,United States of America,美国,US,Cordova,,Cordova Mile 13
CYT,Yakataga Airport,60.080974,-142.494541,small_airport,United States of America,美国,US,Yakataga,,Cape Yakataga
CZF,Cape Romanzof LRRS Airport,61.78030014,-166.0390015,medium_airport,United States of America,美国,US,Cape Romanzof,,
DRG,Deering Airport,66.068901,-162.766914,medium_airport,United States of America,美国,US,Deering,,0Z0
ADK,Adak Airport,51.883564,-176.642783,medium_airport,United States of America,美国,US,Adak,,
DLG,Dillingham Airport,59.04470062,-158.5050049,medium_airport,United States of America,美国,US,Dillingham,,
MLL,Marshall Don Hunter Sr Airport,61.8643,-162.026001,small_airport,United States of America,美国,US,Marshall,,3A5
ADQ,Kodiak Airport,57.75,-152.4940033,medium_airport,United States of America,美国,US,Kodiak,,
DUT,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,medium_airport,United States of America,美国,US,Unalaska,,"Dutch Harbor, Unalaska"
KKH,Kongiganak Airport,59.9608,-162.880997,small_airport,United States of America,美国,US,Kongiganak,,
EDF,Elmendorf Air Force Base,61.251709,-149.807097,medium_airport,United States of America,美国,US,Anchorage,,
EEK,Eek Airport,60.213173,-162.044048,small_airport,United States of America,美国,US,Eek,,
EAA,Eagle Airport,64.778003,-141.150455,small_airport,United States of America,美国,US,Eagle,,
EHM,Cape Newenham LRRS Airport,58.646400451699996,-162.06300354,medium_airport,United States of America,美国,US,Cape Newenham,,
EIL,Eielson Air Force Base,64.66570282,-147.102005,medium_airport,United States of America,美国,US,Fairbanks,,
EMK,Emmonak Airport,62.78609848,-164.4909973,medium_airport,United States of America,美国,US,Emmonak,,
ENA,Kenai Municipal Airport,60.570946,-151.245174,medium_airport,United States of America,美国,US,Kenai,,
WWT,Mertarvik Airport,60.81037,-164.499511,small_airport,United States of America,美国,US,Mertarvik,,Newtok
FAI,Fairbanks International Airport,64.815102,-147.856003,medium_airport,United States of America,美国,US,Fairbanks,,
FBK,Ladd Army Airfield,64.837502,-147.613998,medium_airport,United States of America,美国,US,Fairbanks,,Fort Wainwright
ABL,Ambler Airport,67.105529,-157.855339,medium_airport,United States of America,美国,US,Ambler,,Z60
NIB,Nikolai Airport,63.017949,-154.360399,small_airport,United States of America,美国,US,Nikolai,,5NI
GAL,Edward G. Pitka Sr Airport,64.736198,-156.936997,medium_airport,United States of America,美国,US,Galena,,
KWK,Kwigillingok Airport,59.876499,-163.169005,small_airport,United States of America,美国,US,Kwigillingok,,"A85, AK85"
SHG,Shungnak Airport,66.88809967041,-157.16200256348,small_airport,United States of America,美国,US,Shungnak,,
GKN,Gulkana Airport,62.155859,-145.454662,medium_airport,United States of America,美国,US,Gulkana,,
GLV,Golovin Airport,64.550499,-163.007004,small_airport,United States of America,美国,US,Golovin,,Formerly N93
GAM,Gambell Airport,63.767694,-171.733303,medium_airport,United States of America,美国,US,Gambell,,
GST,Gustavus Airport,58.4253006,-135.7070007,medium_airport,United States of America,美国,US,Gustavus,,
NME,Nightmute Airport,60.469129,-164.70407,small_airport,United States of America,美国,US,Nightmute,,AK08
SGY,Skagway Airport,59.460343,-135.316651,small_airport,United States of America,美国,US,Skagway,,
HCR,Holy Cross Airport,62.18830108642578,-159.77499389648438,medium_airport,United States of America,美国,US,Holy Cross,,4Z4
HSL,Huslia Airport,65.697899,-156.350998,medium_airport,United States of America,美国,US,Huslia,,
HNS,Haines Airport,59.243921,-135.523925,medium_airport,United States of America,美国,US,Haines,,
HOM,Homer Airport,59.644456,-151.479235,medium_airport,United States of America,美国,US,Homer,,
HPB,Hooper Bay Airport,61.523899,-166.147003,small_airport,United States of America,美国,US,Hooper Bay,,
HUS,Hughes Airport,66.04109955,-154.2630005,small_airport,United States of America,美国,US,Hughes,,
IGG,Igiugig Airport,59.324001,-155.901993,small_airport,United States of America,美国,US,Igiugig,,
EGX,Egegik Airport,58.184386,-157.374873,medium_airport,United States of America,美国,US,Egegik,,
IAN,Bob Baker Memorial Airport,66.976128,-160.439014,medium_airport,United States of America,美国,US,Kiana,,
ILI,Iliamna Airport,59.754398,-154.910996,medium_airport,United States of America,美国,US,Iliamna,,
UTO,Indian Mountain LRRS Airport,65.992798,-153.703995,medium_airport,United States of America,美国,US,Utopia Creek,,
WAA,Wales Airport,65.622593,-168.095,small_airport,United States of America,美国,US,Wales,,
KCG,Chignik Airport,56.311501,-158.373001,small_airport,United States of America,美国,US,Chignik,,Z79
JNU,Juneau International Airport,58.354935,-134.574416,medium_airport,United States of America,美国,US,Juneau,,
KGK,Koliganek Airport,59.726600647,-157.259002686,small_airport,United States of America,美国,US,Koliganek,,
KFP,False Pass Airport,54.84751,-163.407168,small_airport,United States of America,美国,US,False Pass,,
AKK,Akhiok Airport,56.938702,-154.182999,small_airport,United States of America,美国,US,Akhiok,,
KPN,Kipnuk Airport,59.931796,-164.028196,small_airport,United States of America,美国,US,Kipnuk,,
KKA,Koyuk Alfred Adams Airport,64.939499,-161.154007,small_airport,United States of America,美国,US,Koyuk,,
AKN,King Salmon Airport,58.677845,-156.651965,medium_airport,United States of America,美国,US,King Salmon,,Naknek Air Force Base
IKO,Nikolski Air Station,52.941552,-168.849478,small_airport,United States of America,美国,US,Nikolski,,
AKP,Anaktuvuk Pass Airport,68.133598,-151.742996,medium_airport,United States of America,美国,US,Anaktuvuk Pass,,
KTN,Ketchikan International Airport,55.35559845,-131.7140045,medium_airport,United States of America,美国,US,Ketchikan,,
KAL,Kaltag Airport,64.31864,-158.74197,small_airport,United States of America,美国,US,Kaltag,,
KLW,Klawock Airport,55.579201,-133.076004,medium_airport,United States of America,美国,US,Klawock,,9Z1
KYK,Karluk Airport,57.565919,-154.453762,small_airport,United States of America,美国,US,Karluk,,
KLN,Larsen Bay Airport,57.53516,-153.976455,small_airport,United States of America,美国,US,Larsen Bay,,09AK
KLG,Kalskag Airport,61.53630065917969,-160.34100341796875,small_airport,United States of America,美国,US,Kalskag,,
PTA,Port Alsworth Airport,60.201681,-154.325863,small_airport,United States of America,美国,US,Port Alsworth,,
LUR,Cape Lisburne LRRS Airport,68.875099,-166.110001,medium_airport,United States of America,美国,US,Cape Lisburne,,
KMO,Manokotak Airport,58.932056,-158.901886,small_airport,United States of America,美国,US,Manokotak,,17Z
MCG,McGrath Airport,62.95289993,-155.6060028,medium_airport,United States of America,美国,US,McGrath,,
LMA,Minchumina Airport,63.886002,-152.302002,small_airport,United States of America,美国,US,Minchumina,,
SMK,St Michael Airport,63.49010086,-162.1100006,small_airport,United States of America,美国,US,St Michael,,5S8
MLY,Manley Hot Springs Airport,64.99188,-150.644102,small_airport,United States of America,美国,US,Manley Hot Springs,,
MOU,Mountain Village Airport,62.095401763916016,-163.6820068359375,small_airport,United States of America,美国,US,Mountain Village,,
MRI,Merrill Field,61.212792,-149.843988,medium_airport,United States of America,美国,US,Anchorage,,
MYU,Mekoryuk Airport,60.372338,-166.269751,medium_airport,United States of America,美国,US,Mekoryuk,,
WNA,Napakiak Airport,60.6903,-161.979004,small_airport,United States of America,美国,US,Napakiak,,
ANC,Ted Stevens Anchorage International Airport,61.179004,-149.992561,large_airport,United States of America,美国,US,Anchorage,,Anchorage
ANI,Aniak Airport,61.581600189208984,-159.54299926757812,medium_airport,United States of America,美国,US,Aniak,,
ENN,Nenana Municipal Airport,64.548772,-149.074516,medium_airport,United States of America,美国,US,Nenana,,
ANN,Annette Island Airport,55.037663,-131.572609,medium_airport,United States of America,美国,US,Metlakatla,,
NUL,Nulato Airport,64.729301,-158.074005,small_airport,United States of America,美国,US,Nulato,,
ANV,Anvik Airport,62.646702,-160.190994,medium_airport,United States of America,美国,US,Anvik,,
KNW,New Stuyahok Airport,59.451838,-157.373829,small_airport,United States of America,美国,US,New Stuyahok,,
OBU,Kobuk Airport,66.9123,-156.897003,small_airport,United States of America,美国,US,Kobuk,,
HNH,Hoonah Airport,58.0961,-135.410111,small_airport,United States of America,美国,US,Hoonah,,
OME,Nome Airport,64.51219940185547,-165.44500732421875,medium_airport,United States of America,美国,US,Nome,,
OOK,Toksook Bay Airport,60.541401,-165.087006,small_airport,United States of America,美国,US,Toksook Bay,,
ORT,Northway Airport,62.9613,-141.929001,medium_airport,United States of America,美国,US,Northway,,
OTZ,Ralph Wien Memorial Airport,66.88469696,-162.598999,medium_airport,United States of America,美国,US,Kotzebue,,
NLG,Nelson Lagoon Airport,56.0075,-161.160004,small_airport,United States of America,美国,US,Nelson Lagoon,,Z73
STG,St George Airport,56.577345,-169.663823,medium_airport,United States of America,美国,US,St George,,A8L
KPC,Port Clarence Coast Guard Station,65.2537002563,-166.85899353,medium_airport,United States of America,美国,US,Port Clarence,,
KPV,Perryville Airport,55.9065,-159.16091,small_airport,United States of America,美国,US,Perryville,,"AK05, AK5"
PSG,Petersburg James A Johnson Airport,56.80170059,-132.9450073,medium_airport,United States of America,美国,US,Petersburg,,
PTH,Port Heiden Airport,56.957893,-158.630219,medium_airport,United States of America,美国,US,Port Heiden,,
PKA,Napaskiak Airport,60.7029,-161.778,small_airport,United States of America,美国,US,Napaskiak,,
PTU,Platinum Airport,59.017675,-161.827927,medium_airport,United States of America,美国,US,Platinum,,
PIP,Pilot Point Airport,57.580399,-157.572006,small_airport,United States of America,美国,US,Pilot Point,,
PHO,Point Hope Airport,68.348801,-166.798996,small_airport,United States of America,美国,US,Point Hope,,
KWN,Quinhagak Airport,59.7551,-161.845,small_airport,United States of America,美国,US,Quinhagak,,
NUI,Nuiqsut Airport,70.209999,-151.005998,medium_airport,United States of America,美国,US,Nuiqsut,,10AK
ARC,Arctic Village Airport,68.1147,-145.578995,medium_airport,United States of America,美国,US,Arctic Village,,
RSH,Russian Mission Airport,61.775071,-161.319466,small_airport,United States of America,美国,US,Russian Mission,,
RBY,Ruby Airport,64.727203,-155.470001,medium_airport,United States of America,美国,US,Ruby,,
SVA,Savoonga Airport,63.686401,-170.492996,medium_airport,United States of America,美国,US,Savoonga,,
SCC,Deadhorse Airport,70.19470215,-148.4649963,medium_airport,United States of America,美国,US,Deadhorse,,
SDP,Sand Point Airport,55.313908,-160.522099,medium_airport,United States of America,美国,US,Sand Point,,
SHH,Shishmaref Airport,66.249604,-166.089112,small_airport,United States of America,美国,US,Shishmaref,,K09
SIT,Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171875,medium_airport,United States of America,美国,US,Sitka,,
WLK,Selawik Airport,66.600098,-159.985992,small_airport,United States of America,美国,US,Selawik,,
SLQ,Sleetmute Airport,61.7005,-157.166,small_airport,United States of America,美国,US,Sleetmute,,
KSM,St Mary's Airport,62.060501,-163.302002,small_airport,United States of America,美国,US,St Mary's,,
SNP,St Paul Island Airport,57.166311,-170.222555,medium_airport,United States of America,美国,US,St Paul Island,,Pribilof
SOV,Seldovia Airport,59.442981,-151.705227,small_airport,United States of America,美国,US,Seldovia,,
SVW,Sparrevohn LRRS Airport,61.09740067,-155.5740051,medium_airport,United States of America,美国,US,Sparrevohn,,
SXQ,Soldotna Airport,60.474935,-151.038471,medium_airport,United States of America,美国,US,Soldotna,,
SYA,Eareckson Air Station,52.71229935,174.1139984,medium_airport,United States of America,美国,US,Shemya,,
TAL,Ralph M Calhoun Memorial Airport,65.1744,-152.108994,small_airport,United States of America,美国,US,Tanana,,
TNC,Tin City Long Range Radar Station Airport,65.563103,-167.921997,small_airport,United States of America,美国,US,Tin City,,
TLA,Teller Airport,65.240402,-166.339005,small_airport,United States of America,美国,US,Teller,,"AK54, K54"
TOG,Togiak Airport,59.052799,-160.397003,small_airport,United States of America,美国,US,Togiak Village,,
TKA,Talkeetna Airport,62.320499420166,-150.09399414062,medium_airport,United States of America,美国,US,Talkeetna,,
TLJ,Tatalina LRRS Airport,62.894401550299996,-155.977005005,medium_airport,United States of America,美国,US,Takotna,,
ATK,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,medium_airport,United States of America,美国,US,Atqasuk,,Z46
AUK,Alakanuk Airport,62.682653,-164.722481,small_airport,United States of America,美国,US,Alakanuk,,
UNK,Unalakleet Airport,63.888401,-160.798996,medium_airport,United States of America,美国,US,Unalakleet,,
KQA,Akutan Airport,54.14459,-165.604332,small_airport,United States of America,美国,US,Akutan,,Akun Airport
VAK,Chevak Airport,61.5409,-165.6005,small_airport,United States of America,美国,US,Chevak,,
KVC,King Cove Airport,55.116299,-162.266006,small_airport,United States of America,美国,US,King Cove,,
VDZ,Valdez Pioneer Field,61.132712,-146.246567,medium_airport,United States of America,美国,US,Valdez,,Valdez Number 2
VEE,Venetie Airport,67.008698,-146.365997,small_airport,United States of America,美国,US,Venetie,,
KVL,Kivalina Airport,67.734565,-164.559917,small_airport,United States of America,美国,US,Kivalina,,
WBQ,Beaver Airport,66.362198,-147.406998,small_airport,United States of America,美国,US,Beaver,,
SWD,Seward Airport,60.130478,-149.418612,medium_airport,United States of America,美国,US,Seward,,
WRG,Wrangell Airport,56.48429871,-132.3699951,medium_airport,United States of America,美国,US,Wrangell,,
AIN,Wainwright Airport,70.638,-159.994995,medium_airport,United States of America,美国,US,Wainwright,,5WW
WMO,White Mountain Airport,64.689201,-163.412994,small_airport,United States of America,美国,US,White Mountain,,
WTK,Noatak Airport,67.561241,-162.980461,small_airport,United States of America,美国,US,Noatak,,
WWA,Wasilla Airport,61.571701,-149.539993,medium_airport,United States of America,美国,US,Wasilla,,4A1
YAK,Yakutat Airport,59.508717,-139.660435,medium_airport,United States of America,美国,US,Yakutat,,
CIS,Canton Island Airport,-2.7681200504300003,-171.710006714,medium_airport,Kiribati,基里巴斯,KI,Abariringa,,Kanton Island
AKI,Akiak Airport,60.902646,-161.23106,small_airport,United States of America,美国,US,Akiak,,
AET,Allakaket Airport,66.551804,-152.621994,small_airport,United States of America,美国,US,Allakaket,,
NCN,Chenega Bay Airport,60.077602,-147.99468,small_airport,United States of America,美国,US,Chenega,,
CLP,Clarks Point Airport,58.833698,-158.529007,small_airport,United States of America,美国,US,Clarks Point,,
ELI,Elim Airport,64.6147,-162.272003,small_airport,United States of America,美国,US,Elim,,
