iata_code,name,latitude_deg,longitude_deg,type,country,country_zh,iso,city,city_alt,kw
CPT,Cape Town International Airport,-33.97403,18.604333,large_airport,South Africa,南非,ZA,Cape Town,,"Kaapstad Internasionale Lughawe, CTIA, DF Malan Airport"
ELS,King Phalo Airport,-33.035599,27.825899,large_airport,South Africa,南非,ZA,East London,,
FCB,Ficksburg Sentraoes Airport,-28.82309913635254,27.908899307250977,medium_airport,South Africa,南非,ZA,Ficksburg,,
GCJ,Grand Central Airport,-25.986299514799995,28.1401004791,medium_airport,South Africa,南非,ZA,Midrand,,
GRJ,George Airport,-34.0056,22.378902,large_airport,South Africa,南非,ZA,George,,P.W. Botha Airport
QRA,Rand Airport,-26.2425,28.151199,medium_airport,South Africa,南非,ZA,Johannesburg,,
HRS,Harrismith Airport,-28.2351,29.106199,medium_airport,South Africa,南非,ZA,Harrismith,,
HDS,Eastgate Airport / Air Force Base Hoedspruit,-24.361864,31.052921,medium_airport,South Africa,南非,ZA,Hoedspruit,,"Hoedspruit Airport, Hoedspruit Air Force Base"
KXE,P C Pelser Airport,-26.871099,26.718,medium_airport,South Africa,南非,ZA,Klerksdorp,,
KIM,Kimberley Airport,-28.805401,24.764872,large_airport,South Africa,南非,ZA,Kimberley,,
MQP,Kruger Mpumalanga International Airport,-25.383327,31.105325,large_airport,South Africa,南非,ZA,Mbombela,,
KMH,Johan Pienaar Airport,-27.456596,23.411946,medium_airport,South Africa,南非,ZA,Kuruman,,
KLZ,Kleinsee Airport,-29.6884002686,17.093999862700002,medium_airport,South Africa,南非,ZA,Kleinsee,,
HLA,Lanseria International Airport,-25.938964,27.926642,large_airport,South Africa,南非,ZA,Johannesburg,,
LMR,Lime Acres Finsch Mine Airport,-28.36009979248047,23.43910026550293,medium_airport,South Africa,南非,ZA,Lime Acres,,
DUR,King Shaka International Airport,-29.6144444444,31.1197222222,large_airport,South Africa,南非,ZA,Durban,,La Mercy Airport
SDB,Langebaanweg Airport,-32.968898773199996,18.1602993011,medium_airport,South Africa,南非,ZA,Langebaanweg,,
LAY,Ladysmith Airport,-28.5816993713,29.749700546299998,medium_airport,South Africa,南非,ZA,Ladysmith,,
AAM,Malamala Airport,-24.816866,31.544085,medium_airport,South Africa,南非,ZA,Malamala,,
MGH,Margate Airport,-30.8574008942,30.343000412,medium_airport,South Africa,南非,ZA,Margate,,
MBD,Mmabatho International Airport,-25.798400878900004,25.548000335699996,medium_airport,South Africa,南非,ZA,Mafeking,,Mafikeng
MZQ,Mkuze Airport,-27.626101,32.0443,medium_airport,South Africa,南非,ZA,Mkuze,,"Mkuzi Airport, eMkhuze, uMkhuze, Mkhuze"
NCS,Newcastle Airport,-27.7705993652,29.976900100699996,medium_airport,South Africa,南非,ZA,Newcastle,,
OUH,Oudtshoorn Airport,-33.6069984436,22.188999176,medium_airport,South Africa,南非,ZA,Oudtshoorn,,
JNB,O.R. Tambo International Airport,-26.140081,28.246801,large_airport,South Africa,南非,ZA,Johannesburg,,"Johannesburg International Airport, FAJS"
PLZ,Chief Dawid Stuurman International Airport,-33.989715,25.617353,large_airport,South Africa,南非,ZA,Gqeberha,Gqeberha (Port Elizabeth),"H. F. Verwoerd Airport, Port Elizabeth International Airport, Walmer Airport"
PBZ,Plettenberg Bay Airport,-34.08816,23.328723,medium_airport,South Africa,南非,ZA,Plettenberg Bay,,
PHW,Hendrik Van Eck Airport,-23.937200546299998,31.1553993225,medium_airport,South Africa,南非,ZA,Phalaborwa,,
JOH,Port St Johns Airport,-31.60612,29.52175,medium_airport,South Africa,南非,ZA,Port St Johns,,
PZB,Pietermaritzburg Airport,-29.649000167799997,30.3987007141,medium_airport,South Africa,南非,ZA,Pietermaritzburg,,
NTY,Pilanesberg International Airport,-25.333799,27.173401,medium_airport,South Africa,南非,ZA,Pilanesberg,,
PTG,Polokwane International Airport,-23.845269,29.458615,large_airport,South Africa,南非,ZA,Polokwane,,"FAPB, AFB Pietersburg, Pietersburg International Airport, Gateway International Airport"
PCF,Potchefstroom Airport,-26.670999527,27.0818996429,medium_airport,South Africa,南非,ZA,Potchefstroom,,
UTW,Queenstown Airport,-31.92020034790039,26.882200241088867,medium_airport,South Africa,南非,ZA,Queenstown,,
RCB,Richards Bay Airport,-28.740999221800003,32.0920982361,medium_airport,South Africa,南非,ZA,Richards Bay,,
ROD,Robertson Airport,-33.812199,19.9028,medium_airport,South Africa,南非,ZA,Robertson,,
SBU,Springbok Airport,-29.689300537109375,17.939599990844727,medium_airport,South Africa,南非,ZA,Springbok,,
ZEC,Secunda Airport,-26.52409935,29.170099258399997,medium_airport,South Africa,南非,ZA,Secunda,,
SIS,Sishen Airport,-27.6486,22.9993,medium_airport,South Africa,南非,ZA,Sishen,,
SZK,Skukuza Airport,-24.96085,31.588587,medium_airport,South Africa,南非,ZA,Skukuza,,
LTA,Tzaneen Airport,-23.8244,30.3293,medium_airport,South Africa,南非,ZA,Tzaneen,,
ULD,Prince Mangosuthu Buthelezi Airport,-28.3206005096,31.4165000916,medium_airport,South Africa,南非,ZA,Ulundi,,
UTN,Upington Airport,-28.400246,21.263592,medium_airport,South Africa,南非,ZA,Upington,,Pierre van Ryneveld
UTT,K. D. Matanzima Airport,-31.546363184900002,28.6733551025,medium_airport,South Africa,南非,ZA,Mthatha,,Umtata
VRU,Vryburg Airport,-26.982401,24.7288,medium_airport,South Africa,南非,ZA,Vryburg,,
VIR,Virginia Airport,-29.770599,31.058399,medium_airport,South Africa,南非,ZA,Durban,,
VRE,Vredendal Airport,-31.641000747680664,18.5447998046875,medium_airport,South Africa,南非,ZA,Vredendal,,
PRY,Wonderboom Airport,-25.6539,28.224199,medium_airport,South Africa,南非,ZA,Pretoria,,
WKF,Waterkloof Air Force Base,-25.829999923699997,28.222499847399998,medium_airport,South Africa,南非,ZA,Pretoria,,AFB
FRW,Phillip Gaonwe Matante International Airport,-21.159183,27.468826,large_airport,Botswana,博茨瓦纳,BW,Francistown,,FBFT
JWA,Jwaneng Airport,-24.602301,24.691,medium_airport,Botswana,博茨瓦纳,BW,Jwaneng,,
BBK,Kasane International Airport,-17.831653,25.166195,large_airport,Botswana,博茨瓦纳,BW,Kasane,,
MUB,Maun International Airport,-19.970491,23.431409,large_airport,Botswana,博茨瓦纳,BW,Maun,,
GBE,Sir Seretse Khama International Airport,-24.555201,25.9182,large_airport,Botswana,博茨瓦纳,BW,Gaborone,,
SXN,Sua Pan Airport,-20.5534,26.115801,medium_airport,Botswana,博茨瓦纳,BW,Sowa,,
PKW,Selebi Phikwe Airport,-22.0583,27.8288,medium_airport,Botswana,博茨瓦纳,BW,Selebi Phikwe,,
SWX,Shakawe Airport,-18.373899459838867,21.832599639892578,small_airport,Botswana,博茨瓦纳,BW,Shakawe,,
BZV,Maya-Maya International Airport,-4.2517,15.253,large_airport,Congo,刚果共和国,CG,Brazzaville,,
OLL,Oyo Ollombo Airport,-1.226666,15.91,medium_airport,Congo,刚果共和国,CG,Oyo,,Denis Sassou Nguesso Airport
FTX,Owando Airport,-0.524566,15.93782,medium_airport,Congo,刚果共和国,CG,Owando,,
OUE,Ouesso Airport,1.61599,16.037901,medium_airport,Congo,刚果共和国,CG,,,
DIS,Ngot Nzoungou Airport,-4.20635,12.6599,medium_airport,Congo,刚果共和国,CG,Dolisie,,Dolisie
PNR,Antonio Agostinho-Neto International Airport,-4.81603,11.8866,large_airport,Congo,刚果共和国,CG,Pointe Noire,,Pointe Noire
MTS,Matsapha International Airport,-26.528919,31.307577,medium_airport,eSwatini,斯威士兰,SZ,Manzini,,
SHO,King Mswati III International Airport,-26.358611,31.716944,large_airport,eSwatini,斯威士兰,SZ,Mpaka,,Sikhuphe International Airport
BGF,Bangui M'Poko International Airport,4.39848,18.518801,large_airport,Central African Rep.,中非共和国,CF,Bangui,,
BBT,Berbérati Airport,4.2215800285339355,15.786399841308594,medium_airport,Central African Rep.,中非共和国,CF,Berbérati,,
NBN,Annobón Airport,-1.408615,5.624163,small_airport,Eq. Guinea,赤道几内亚,GQ,San Antonio de Palé,,"FG01, FGAB ?"
BSG,Bata International Airport,1.90547,9.80568,large_airport,Eq. Guinea,赤道几内亚,GQ,Bata,,
GEM,President Obiang Nguema International Airport,1.676437,11.024904,medium_airport,Eq. Guinea,赤道几内亚,GQ,Mengomeyén,,
SSG,Malabo International Airport,3.75527,8.70872,large_airport,Eq. Guinea,赤道几内亚,GQ,Malabo,,Fernando Poo
ASI,RAF Ascension Island,-7.970179,-14.392744,medium_airport,Saint Helena,圣赫勒拿,SH,Cat Hill,,"Wideawake Airfield, Ascension Island Auxiliary Field"
HLE,Saint Helena International Airport,-15.958898,-5.646066,medium_airport,Saint Helena,圣赫勒拿,SH,Jamestown,,
MRU,Sir Seewoosagur Ramgoolam International Airport,-20.430201,57.683601,large_airport,Mauritius,毛里求斯,MU,Plaine Magnien,,Plaisance International Airport
RRG,Sir Charles Gaetan Duval Airport,-19.756696,63.359326,medium_airport,Mauritius,毛里求斯,MU,Port Mathurin,,Plaine Corail
NKW,Naval Support Facility Diego Garcia,-7.31327,72.411102,medium_airport,Br. Indian Ocean Ter.,英属印度洋领地,IO,Diego Garcia,,"Chagos, NSF Diego Garcia"
TKC,Tiko Airport,4.08919000626,9.360529899600001,medium_airport,Cameroon,喀麦隆,CM,Tiko,,
DLA,Douala International Airport,4.00608,9.71948,large_airport,Cameroon,喀麦隆,CM,Douala,,
MVR,Salak Airport,10.451399803161621,14.257399559020996,medium_airport,Cameroon,喀麦隆,CM,Maroua,,
FOM,Foumban Nkounja Airport,5.63692,10.7508,medium_airport,Cameroon,喀麦隆,CM,Foumban,,
NGE,N'Gaoundéré Airport,7.3570098876953125,13.559200286865234,medium_airport,Cameroon,喀麦隆,CM,N'Gaoundéré,,Ngaoundere
GOU,Garoua International Airport,9.334785,13.372129,large_airport,Cameroon,喀麦隆,CM,Garoua,,
BFX,Bafoussam Airport,5.536920070650001,10.354599952700001,medium_airport,Cameroon,喀麦隆,CM,Bafoussam,,
BPC,Bamenda Airport,6.03924,10.1226,medium_airport,Cameroon,喀麦隆,CM,Bamenda,,
YAO,Yaoundé Ville Airport,3.83604,11.5235,medium_airport,Cameroon,喀麦隆,CM,Yaoundé,,Yaoundé Ville Airport
NSI,Yaoundé Nsimalen International Airport,3.72256,11.5533,large_airport,Cameroon,喀麦隆,CM,Yaoundé,,
CGJ,Kasompe Airport,-12.5728,27.8939,medium_airport,Zambia,赞比亚,ZM,Chingola,,
KAA,Kasama Airport,-10.210169,31.123045,small_airport,Zambia,赞比亚,ZM,Kasama,,
LVI,Harry Mwanga Nkumbula International Airport,-17.821524,25.819642,large_airport,Zambia,赞比亚,ZM,Livingstone,,FLLI
LUN,Kenneth Kaunda International Airport,-15.330833,28.452722,large_airport,Zambia,赞比亚,ZM,Lusaka,,
MFU,Mfuwe International Airport,-13.2589,31.9366,large_airport,Zambia,赞比亚,ZM,Mfuwe,,
MNR,Mongu Airport,-15.2545,23.1623,medium_airport,Zambia,赞比亚,ZM,Mongu,,
NLA,Simon Mwansa Kapwepwe International Airport,-12.96513,28.515624,large_airport,Zambia,赞比亚,ZM,Ndola,,
KIW,Southdowns Airport,-12.9005,28.1499,medium_airport,Zambia,赞比亚,ZM,Kitwe,,
SLI,Solwesi Airport,-12.173700332641602,26.365100860595703,small_airport,Zambia,赞比亚,ZM,Solwesi,,Solwezi Airport
HAH,Prince Said Ibrahim International Airport,-11.5337,43.2719,large_airport,Comoros,科摩罗,KM,Moroni,,Hahaia
NWA,Mohéli Bandar Es Eslam Airport,-12.298096,43.766496,medium_airport,Comoros,科摩罗,KM,Fomboni,,"Mwali, Bandaressalam"
AJN,Ouani Airport,-12.131047,44.430044,medium_airport,Comoros,科摩罗,KM,Ouani,,
DZA,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,large_airport,Mayotte,马约特,YT,Dzaoudzi,,
RUN,Roland Garros Airport,-20.890087,55.518894,large_airport,Réunion,留尼汪,RE,Sainte-Marie,,Gillot Airport
ZSE,Saint-Pierre Pierrefonds Airport,-21.319362,55.422506,large_airport,Réunion,留尼汪,RE,Saint-Pierre,,Aéroport de Saint-Pierre - Pierrefonds
TNR,Ivato International Airport,-18.7969,47.478802,large_airport,Madagascar,马达加斯加,MG,Antananarivo,,
ZVA,Miandrivazo Airport,-19.562799,45.450802,medium_airport,Madagascar,马达加斯加,MG,Miandrivazo,,
SMS,Sainte Marie Airport,-17.093901,49.8158,medium_airport,Madagascar,马达加斯加,MG,Vohilava,,
TMM,Toamasina Ambalamanasy Airport,-18.113537,49.392262,large_airport,Madagascar,马达加斯加,MG,Toamasina,,
WTA,Tambohorano Airport,-17.476101,43.972801,small_airport,Madagascar,马达加斯加,MG,Tambohorano,,
MOQ,Morondava Airport,-20.2847,44.3176,medium_airport,Madagascar,马达加斯加,MG,Morondava,,
DIE,Arrachart Airport,-12.3494,49.291698,medium_airport,Madagascar,马达加斯加,MG,Antisiranana,,Diego-Suárez
WMR,Mananara Nord Airport,-16.1639,49.7738,medium_airport,Madagascar,马达加斯加,MG,Mananara Nord,,Avaratra Airport
ZWA,Andapa Airport,-14.651700019836426,49.620601654052734,medium_airport,Madagascar,马达加斯加,MG,,,
ANM,Antsirabe Airport,-14.9994,50.320202,medium_airport,Madagascar,马达加斯加,MG,Antsirabe,,
HVA,Analalava Airport,-14.629514,47.763555,medium_airport,Madagascar,马达加斯加,MG,Analalava,,
MJN,Amborovy Airport,-15.666842,46.351233,large_airport,Madagascar,马达加斯加,MG,Mahajanga,,"Philibert Tsiranana Airport, Mahajanga"
NOS,Nosy Be International Airport,-13.3121,48.3148,large_airport,Madagascar,马达加斯加,MG,Nosy Be,,Fascene Airport
DWB,Soalala Airport,-16.10169,45.358837,small_airport,Madagascar,马达加斯加,MG,Soalala,,
BPY,Besalampy Airport,-16.74453,44.482484,medium_airport,Madagascar,马达加斯加,MG,Besalampy,,
WMN,Maroantsetra Airport,-15.437742,49.689081,medium_airport,Madagascar,马达加斯加,MG,Maroantsetra,,
SVB,Sambava Airport,-14.2786,50.174702,medium_airport,Madagascar,马达加斯加,MG,Sambava,,
TTS,Tsaratanana Airport,-16.751064,47.619016,small_airport,Madagascar,马达加斯加,MG,Tsaratanana,,
VOH,Vohemar Airport,-13.3758,50.0028,medium_airport,Madagascar,马达加斯加,MG,Vohemar,,
WAI,Ambalabe Airport,-14.8988,47.9939,medium_airport,Madagascar,马达加斯加,MG,Antsohihy,,
FTU,Tôlanaro Airport,-25.038099,46.9561,medium_airport,Madagascar,马达加斯加,MG,Tôlanaro,,"Tolagnaro Airport, Marillac Airport, Fort-Dauphin"
WFI,Fianarantsoa Airport,-21.441601,47.111698,medium_airport,Madagascar,马达加斯加,MG,Fianarantsoa,,
WVK,Manakara Airport,-22.119699,48.021702,medium_airport,Madagascar,马达加斯加,MG,Manakara,,
MNJ,Mananjary Airport,-21.201799,48.358299,medium_airport,Madagascar,马达加斯加,MG,Mananjary,,
MXM,Morombe Airport,-21.753837,43.374753,medium_airport,Madagascar,马达加斯加,MG,Morombe,,
TLE,Toliara Airport,-23.3834,43.7285,medium_airport,Madagascar,马达加斯加,MG,Toliara,,
SSY,Mbanza Congo Airport,-6.269899845123291,14.246999740600586,medium_airport,Angola,安哥拉,AO,Mbanza Congo,,
BUG,Benguela Airport,-12.609,13.4037,medium_airport,Angola,安哥拉,AO,Benguela,,"Aeroporto 17 de Setembro, Gen. V. Deslandes Airport"
NBJ,Dr. Antonio Agostinho Neto International Airport,-9.050734,13.499078,large_airport,Angola,安哥拉,AO,Luanda,Luanda (Ícolo e Bengo),Novo Aeroporto Internacional de Luanda
CAB,Cabinda Airport,-5.59839,12.188145,medium_airport,Angola,安哥拉,AO,Cabinda,,Maria Mambo Café
CBT,Catumbela Airport,-12.4792,13.4869,medium_airport,Angola,安哥拉,AO,Catumbela,,
FND,Funadhoo Airport,6.162443,73.28752,small_airport,Maldives,马尔代夫,MV,Funadhoo,,
DUE,Dundo Airport,-7.400889873504639,20.818500518798828,medium_airport,Angola,安哥拉,AO,Chitato,,
VPE,Ngjiva Pereira Airport,-17.0435009003,15.683799743700002,medium_airport,Angola,安哥拉,AO,Ngiva,,"Ngiva Airport, NGV, Ondjiva, 11 de Novembro"
NOV,Albano Machado Airport,-12.8089,15.7605,medium_airport,Angola,安哥拉,AO,Huambo,,Nova Lisboa Airport
SVP,Kuito Airport,-12.404600143433,16.947399139404,medium_airport,Angola,安哥拉,AO,Kuito,,
LAD,Quatro de Fevereiro International Airport,-8.85837,13.2312,large_airport,Angola,安哥拉,AO,Luanda,,4 de Fevereiro
MEG,Malanje Airport,-9.525090217590332,16.312400817871094,medium_airport,Angola,安哥拉,AO,Malanje,,
SPP,Menongue Airport,-14.657600402832031,17.71980094909668,medium_airport,Angola,安哥拉,AO,Menongue,,
MSZ,Welwitschia Mirabilis International Airport,-15.2612,12.1468,medium_airport,Angola,安哥拉,AO,Moçâmedes,,"Moçâmedes, Namibe, Yuri Gagarin"
GXG,Negage Airport,-7.754509925842285,15.287699699401855,medium_airport,Angola,安哥拉,AO,Negage,,
PBN,Porto Amboim Airport,-10.722,13.7655,medium_airport,Angola,安哥拉,AO,Port Amboim,,
VHC,Saurimo Airport,-9.68907,20.4319,medium_airport,Angola,安哥拉,AO,Saurimo,,
SZA,Soyo Airport,-6.141089916229248,12.371800422668457,medium_airport,Angola,安哥拉,AO,Soyo,,
NDD,Sumbe Airport,-11.1679,13.8475,medium_airport,Angola,安哥拉,AO,Sumbe,,
SDD,Lubango Mukanka International Airport,-14.924839,13.576653,medium_airport,Angola,安哥拉,AO,Lubango,,
LUO,Luena Airport,-11.7681,19.897699,medium_airport,Angola,安哥拉,AO,Luena,,
UGO,Uige Airport,-7.60307,15.0278,medium_airport,Angola,安哥拉,AO,Uige,,
XGN,Xangongo Airport,-16.755399703979492,14.965299606323242,medium_airport,Angola,安哥拉,AO,Xangongo,,
KOU,Koulamoutou Mabimbi Airport,-1.18461,12.4413,medium_airport,Gabon,加蓬,GA,Koulamoutou,,"Koula Moutou, FO23, Koulamouton/Mabimbi"
MJL,Mouilla Ville Airport,-1.84514,11.0567,medium_airport,Gabon,加蓬,GA,Mouila,,
OYE,Oyem Airport,1.5431100130081177,11.581399917602539,medium_airport,Gabon,加蓬,GA,Oyem,,
OKN,Okondja Airport,-0.665214,13.6731,medium_airport,Gabon,加蓬,GA,Okondja,,
LBQ,Lambarene Airport,-0.704389,10.2457,medium_airport,Gabon,加蓬,GA,Lambarene,,
BMM,Bitam Airport,2.07564,11.4932,medium_airport,Gabon,加蓬,GA,Bitam,,
POG,Port Gentil International Airport,-0.711739,8.75438,large_airport,Gabon,加蓬,GA,Port Gentil,,
OMB,Omboue Hospital Airport,-1.57473,9.26269,medium_airport,Gabon,加蓬,GA,Omboue,,
MKU,Makokou Airport,0.5792109966278076,12.890899658203125,medium_airport,Gabon,加蓬,GA,Makokou,,
LBV,Libreville Leon M'ba International Airport,0.458951,9.41214,large_airport,Gabon,加蓬,GA,Libreville,,
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.65616,13.438,medium_airport,Gabon,加蓬,GA,Franceville,,
PCP,Principe Airport,1.661155,7.411081,medium_airport,São Tomé and Principe,圣多美和普林西比,ST,São Tomé & Príncipe,,
TMS,São Tomé International Airport,0.378175,6.71215,large_airport,São Tomé and Principe,圣多美和普林西比,ST,São Tomé,,
BEW,Beira International Airport,-19.7964,34.9076,large_airport,Mozambique,莫桑比克,MZ,Beira,,
VPY,Chimoio Airport,-19.15130043029785,33.42900085449219,medium_airport,Mozambique,莫桑比克,MZ,Chimoio,,
INH,Inhambane Airport,-23.8764,35.408501,medium_airport,Mozambique,莫桑比克,MZ,Inhambane,,
VXC,Lichinga Airport,-13.274,35.2663,medium_airport,Mozambique,莫桑比克,MZ,Lichinga,,
MPM,Maputo Airport,-25.920799,32.572601,large_airport,Mozambique,莫桑比克,MZ,Maputo,,
MUD,Mueda Airport,-11.6729,39.563099,medium_airport,Mozambique,莫桑比克,MZ,Mueda,,
MZB,Mocímboa da Praia Airport,-11.3618,40.3549,medium_airport,Mozambique,莫桑比克,MZ,Mocímboa da Praia,,
MNC,Nacala International Airport,-14.4882,40.7122,medium_airport,Mozambique,莫桑比克,MZ,Nacala,,
APL,Nampula Airport,-15.1056,39.281799,large_airport,Mozambique,莫桑比克,MZ,Nampula,,
POL,Pemba Airport,-12.993302,40.524867,medium_airport,Mozambique,莫桑比克,MZ,Pemba,,Porto Amelia
UEL,Quelimane Airport,-17.855499267578125,36.86909866333008,medium_airport,Mozambique,莫桑比克,MZ,Quelimane,,
TET,Tete Airport,-16.104799,33.640202,large_airport,Mozambique,莫桑比克,MZ,Tete,,"Chingozi Airport, Matundo Airport"
VNX,Vilankulo Airport,-22.018400192260742,35.31330108642578,medium_airport,Mozambique,莫桑比克,MZ,Vilanculo,,Vilanculos Airport
VJB,Xai-Xai Chongoene Airport,-24.892909,33.753024,small_airport,Mozambique,莫桑比克,MZ,Xai-Xai,,
SEZ,Seychelles International Airport,-4.67434,55.521801,large_airport,Seychelles,塞舌尔,SC,Victoria,,"Aéroport de la Pointe Larue, Point La Rue, Point Larue, Mahé Island"
PRI,Praslin Island Airport,-4.319256,55.691561,medium_airport,Seychelles,塞舌尔,SC,Praslin Island,,
AEH,Abeche Airport,13.847,20.844299,medium_airport,Chad,乍得,TD,Abeche,,
MQQ,Moundou Airport,8.628503,16.074241,medium_airport,Chad,乍得,TD,Moundou,,
NDJ,N'Djamena International Airport,12.1337,15.034,large_airport,Chad,乍得,TD,N'Djamena,,Ndjamena Hassan Djamous
FYT,Faya-Largeau Airport,17.917101,19.111099,medium_airport,Chad,乍得,TD,Faya-Largeau,,
BUQ,Joshua Mqabuko Nkomo International Airport,-20.016284,28.622897,large_airport,Zimbabwe,津巴布韦,ZW,Bulawayo,,FVBU
BFO,Buffalo Range Airport,-21.008101,31.5786,medium_airport,Zimbabwe,津巴布韦,ZW,Chiredzi,,
VFA,Victoria Falls International Airport,-18.097437,25.836867,large_airport,Zimbabwe,津巴布韦,ZW,Victoria Falls,,
HRE,Robert Gabriel Mugabe International Airport,-17.931801,31.0928,large_airport,Zimbabwe,津巴布韦,ZW,Harare,,"FVHA, Harare"
KAB,Kariba Airport,-16.5198,28.885,medium_airport,Zimbabwe,津巴布韦,ZW,Kariba,,
MVZ,Masvingo International Airport,-20.0553,30.8591,medium_airport,Zimbabwe,津巴布韦,ZW,Masvingo,,
GWE,Josiah Tungamirai Air Force Base,-19.436718,29.861945,medium_airport,Zimbabwe,津巴布韦,ZW,Gweru,,Thornhill
HWN,Hwange National Park Airport,-18.6299,27.021,medium_airport,Zimbabwe,津巴布韦,ZW,Gwayi River Farms,,
BLZ,Chileka International Airport,-15.677189,34.972319,large_airport,Malawi,马拉维,MW,Blantyre,,
DWA,Dwangwa Airport,-12.517527,34.131877,medium_airport,Malawi,马拉维,MW,Dwangwa,,
KGJ,Karonga Airport,-9.953571,33.893264,medium_airport,Malawi,马拉维,MW,Karonga,,
LLW,Kamuzu International Airport,-13.7894,33.780998,large_airport,Malawi,马拉维,MW,Lumbadzi,,"FWLI, Lilongwe International"
ZZU,Mzuzu Airport,-11.4447,34.011799,medium_airport,Malawi,马拉维,MW,Mzuzu,,
MSU,Moshoeshoe I International Airport,-29.456277,27.554456,large_airport,Lesotho,莱索托,LS,Maseru,Maseru(Mazenod),Mazenod
ADI,Arandis Airport,-22.461875,14.979322,medium_airport,Namibia,纳米比亚,NA,Arandis,,
GFY,Grootfontein Airport,-19.6022,18.1227,medium_airport,Namibia,纳米比亚,NA,Grootfontein,,
HAL,Halali Airport,-19.0285,16.4585,small_airport,Namibia,纳米比亚,NA,Halali,,
MPA,Katima Mulilo Airport,-17.634258,24.176688,medium_airport,Namibia,纳米比亚,NA,Mpacha,,FYMP
KMP,Keetmanshoop Airport,-26.539801,18.111401,medium_airport,Namibia,纳米比亚,NA,Keetmanshoop,,
LUD,Luderitz Airport,-26.687400817871094,15.242899894714355,medium_airport,Namibia,纳米比亚,NA,Luderitz,,
OND,Ondangwa Airport,-17.878201,15.9526,medium_airport,Namibia,纳米比亚,NA,Ondangwa,,
OMD,Oranjemund Airport,-28.585318,16.44638,medium_airport,Namibia,纳米比亚,NA,Oranjemund,,
NDU,Rundu Airport,-17.956499,19.7194,medium_airport,Namibia,纳米比亚,NA,Rundu,,
TSB,Tsumeb Airport,-19.262079,17.732509,medium_airport,Namibia,纳米比亚,NA,Tsumeb,,
WVB,Walvis Bay International Airport,-22.979332,14.647102,large_airport,Namibia,纳米比亚,NA,Walvis Bay,Walvis Bay(Rooikop),SAAFB Rooikop
ERS,Eros Airport,-22.60492,17.079002,medium_airport,Namibia,纳米比亚,NA,Windhoek,,
WDH,Hosea Kutako International Airport,-22.4799,17.4709,large_airport,Namibia,纳米比亚,NA,Windhoek,,J.G. Strijdom Airport
FIH,Ndjili International Airport,-4.38575,15.4446,large_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kinshasa,,
NLO,Ndolo Airport,-4.32666015625,15.327500343323,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,N'dolo,,N'Dolo Airport
INO,Inongo Airport,-1.94722,18.285801,small_airport,Dem. Rep. Congo,刚果民主共和国,CD,Inongo,,
FDU,Bandundu Airport,-3.31132,17.381701,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Bandundu,,
KKW,Kikwit Airport,-5.03577,18.785601,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kikwit,,
MDK,Mbandaka Airport,0.0226000007242,18.2887001038,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Mbandaka,,
BDT,Gbadolite Airport,4.252745,20.975271,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Gbadolite,,Moanda
GMA,Gemena Airport,3.23537,19.771299,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Gemena,,
LIQ,Lisala Airport,2.17066,21.496901,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Lisala,,
BNB,Boende Airport,-0.286652,20.883551,small_airport,Dem. Rep. Congo,刚果民主共和国,CD,Boende,,
FKI,Bangoka International Airport,0.481639,25.337999,large_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kisangani,,
IRP,Matari Airport,2.82761,27.588301,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Isiro,,
BUX,Bunia Airport,1.565743,30.220685,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Bunia,,
BZU,Buta Zega Airport,2.818058,24.793997,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Buta,,
BKY,Bukavu Kavumu Airport,-2.30898,28.8088,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kamakombe,,
GOM,Goma International Airport,-1.666758,29.238037,large_airport,Dem. Rep. Congo,刚果民主共和国,CD,Goma,,
KND,Kindu Airport,-2.91917991638,25.915399551399997,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kindu,,
FBM,Lubumbashi International Airport,-11.591494,27.530753,large_airport,Dem. Rep. Congo,刚果民主共和国,CD,Lubumbashi,,Luano Airport
KWZ,Kolwezi Airport,-10.7659,25.505699,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kolwezi,,
FMI,Kalemie Airport,-5.87556,29.25,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kalemie,,
KMN,Kamina City Airport,-8.728878,24.991407,small_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kamina,,Kamina Ville Airport
KGA,Kananga Airport,-5.90005,22.4692,medium_airport,Dem. Rep. Congo,刚果民主共和国,CD,Kananga,,
